dataset_tag,quarter,feature_name,metric_name,metric_value,reference_window_id,cohort_threshold,sample_size,notes
aoestats,2023-Q1,focal_old_rating,psi,0.037,2022-Q3-patch66692,10,4442,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,avg_elo,psi,0.0353,2022-Q3-patch66692,10,4442,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,faction,psi,0.2254,2022-Q3-patch66692,10,4442,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=0 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,opponent_faction,psi,0.0483,2022-Q3-patch66692,10,4442,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=0 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,mirror,cohen_h,0.0987,2022-Q3-patch66692,10,4442,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0745 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,p0_is_unrated,cohen_h,0.0318,2022-Q3-patch66692,10,4442,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,p1_is_unrated,cohen_h,0.0,2022-Q3-patch66692,10,4442,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,map,psi,3.969,2022-Q3-patch66692,10,4442,"categorical PSI with __unseen__ bin; n_ref_cats=23; unseen_tested=406 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,focal_old_rating,psi,0.0806,2022-Q3-patch66692,10,32826,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,avg_elo,psi,0.0793,2022-Q3-patch66692,10,32826,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,faction,psi,0.2592,2022-Q3-patch66692,10,32826,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=30 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,opponent_faction,psi,0.0859,2022-Q3-patch66692,10,32826,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=36 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,mirror,cohen_h,0.0173,2022-Q3-patch66692,10,32826,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0546 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,p0_is_unrated,cohen_h,0.0318,2022-Q3-patch66692,10,32826,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,p1_is_unrated,cohen_h,0.0,2022-Q3-patch66692,10,32826,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,map,psi,3.8579,2022-Q3-patch66692,10,32826,"categorical PSI with __unseen__ bin; n_ref_cats=23; unseen_tested=3341 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,focal_old_rating,psi,0.1023,2022-Q3-patch66692,10,23832,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,avg_elo,psi,0.0973,2022-Q3-patch66692,10,23832,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,faction,psi,0.5335,2022-Q3-patch66692,10,23832,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=305 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,opponent_faction,psi,0.4958,2022-Q3-patch66692,10,23832,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=523 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,mirror,cohen_h,0.0484,2022-Q3-patch66692,10,23832,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0406 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,p0_is_unrated,cohen_h,0.0318,2022-Q3-patch66692,10,23832,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,p1_is_unrated,cohen_h,0.0,2022-Q3-patch66692,10,23832,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,map,psi,6.589,2022-Q3-patch66692,10,23832,"categorical PSI with __unseen__ bin; n_ref_cats=23; unseen_tested=4083 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,focal_old_rating,psi,0.1615,2022-Q3-patch66692,10,26298,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,avg_elo,psi,0.1552,2022-Q3-patch66692,10,26298,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,faction,psi,0.7699,2022-Q3-patch66692,10,26298,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=645 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,opponent_faction,psi,0.8941,2022-Q3-patch66692,10,26298,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=1040 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,mirror,cohen_h,0.0434,2022-Q3-patch66692,10,26298,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0416 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,p0_is_unrated,cohen_h,0.0195,2022-Q3-patch66692,10,26298,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,p1_is_unrated,cohen_h,0.0,2022-Q3-patch66692,10,26298,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,map,psi,7.8564,2022-Q3-patch66692,10,26298,"categorical PSI with __unseen__ bin; n_ref_cats=23; unseen_tested=5101 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,focal_old_rating,psi,0.1565,2022-Q3-patch66692,10,25018,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,avg_elo,psi,0.1543,2022-Q3-patch66692,10,25018,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,faction,psi,0.657,2022-Q3-patch66692,10,25018,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=556 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,opponent_faction,psi,0.8124,2022-Q3-patch66692,10,25018,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=879 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,mirror,cohen_h,0.0662,2022-Q3-patch66692,10,25018,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0372 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,p0_is_unrated,cohen_h,0.0318,2022-Q3-patch66692,10,25018,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,p1_is_unrated,cohen_h,0.0,2022-Q3-patch66692,10,25018,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,map,psi,7.6332,2022-Q3-patch66692,10,25018,"categorical PSI with __unseen__ bin; n_ref_cats=23; unseen_tested=4395 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,focal_old_rating,psi,0.2666,2022-Q3-patch66692,10,22503,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,avg_elo,psi,0.2646,2022-Q3-patch66692,10,22505,"continuous decile PSI n_bins=10 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,faction,psi,0.7834,2022-Q3-patch66692,10,22505,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=649 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,opponent_faction,psi,0.967,2022-Q3-patch66692,10,22505,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=958 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,mirror,cohen_h,0.0668,2022-Q3-patch66692,10,22505,"binary exact-value Cohen h; ref_rate=0.0507 test_rate=0.0371 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,p0_is_unrated,cohen_h,0.0051,2022-Q3-patch66692,10,22505,"binary exact-value Cohen h; ref_rate=0.0003 test_rate=0.0002 (spec §3 metric_name=cohen_h) aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
