dataset_tag,quarter,feature_name,metric_name,metric_value,reference_window_id,cohort_threshold,sample_size,notes
aoestats,2024-Q1,opponent_faction,psi,0.7773,2023-Q1-alt,10,25018,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=879 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,mirror,cohen_h,0.0403,2023-Q1-alt,10,25018,"binary exact-value Cohen h; ref_rate=0.0452 test_rate=0.0372 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,p0_is_unrated,cohen_h,0.0162,2023-Q1-alt,10,25018,"binary exact-value Cohen h; ref_rate=0.0001 test_rate=0.0000 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,p1_is_unrated,cohen_h,0.0024,2023-Q1-alt,10,25018,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,map,psi,6.1764,2023-Q1-alt,10,25018,"categorical PSI with __unseen__ bin; n_ref_cats=28; unseen_tested=3882 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,focal_old_rating,psi,0.4155,2023-Q1-alt,10,22503,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,avg_elo,psi,0.4094,2023-Q1-alt,10,22505,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,faction,psi,0.736,2023-Q1-alt,10,22505,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=649 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,opponent_faction,psi,0.9337,2023-Q1-alt,10,22505,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=958 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,mirror,cohen_h,0.0409,2023-Q1-alt,10,22505,"binary exact-value Cohen h; ref_rate=0.0452 test_rate=0.0371 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,p0_is_unrated,cohen_h,0.0104,2023-Q1-alt,10,22505,"binary exact-value Cohen h; ref_rate=0.0001 test_rate=0.0002 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,p1_is_unrated,cohen_h,0.0024,2023-Q1-alt,10,22505,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,map,psi,7.2151,2023-Q1-alt,10,22505,"categorical PSI with __unseen__ bin; n_ref_cats=28; unseen_tested=3856 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,focal_old_rating,psi,0.372,2023-Q1-alt,10,9481,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,avg_elo,psi,0.3639,2023-Q1-alt,10,9498,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,faction,psi,1.0669,2023-Q1-alt,10,9498,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=396 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,opponent_faction,psi,0.928,2023-Q1-alt,10,9498,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=395 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,mirror,cohen_h,0.0282,2023-Q1-alt,10,9498,"binary exact-value Cohen h; ref_rate=0.0452 test_rate=0.0395 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,p0_is_unrated,cohen_h,0.0708,2023-Q1-alt,10,9498,"binary exact-value Cohen h; ref_rate=0.0001 test_rate=0.0019 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,p1_is_unrated,cohen_h,0.0024,2023-Q1-alt,10,9498,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0000 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,map,psi,6.5954,2023-Q1-alt,10,9498,"categorical PSI with __unseen__ bin; n_ref_cats=28; unseen_tested=1319 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,focal_old_rating,psi,0.3639,2023-Q1-alt,10,17207,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,avg_elo,psi,0.3568,2023-Q1-alt,10,17243,"continuous decile PSI n_bins=10 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,faction,psi,1.3514,2023-Q1-alt,10,17245,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=975 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,opponent_faction,psi,1.0328,2023-Q1-alt,10,17245,"categorical PSI with __unseen__ bin; n_ref_cats=42; unseen_tested=798 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,mirror,cohen_h,0.063,2023-Q1-alt,10,17245,"binary exact-value Cohen h; ref_rate=0.0452 test_rate=0.0330 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,p0_is_unrated,cohen_h,0.0813,2023-Q1-alt,10,17245,"binary exact-value Cohen h; ref_rate=0.0001 test_rate=0.0024 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,p1_is_unrated,cohen_h,0.0191,2023-Q1-alt,10,17245,"binary exact-value Cohen h; ref_rate=0.0000 test_rate=0.0001 (spec §3 metric_name=cohen_h) [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,map,psi,7.674,2023-Q1-alt,10,17245,"categorical PSI with __unseen__ bin; n_ref_cats=28; unseen_tested=3278 [B3-counterfactual] aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_anova_observed_scale,0.0251,2022-Q3-patch66692,5,30975,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min5; diagnostic; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_lpm_observed_scale,0.0248,2022-Q3-patch66692,5,30975,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min5; diagnostic; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_anova_observed_scale,0.0268,2022-Q3-patch66692,10,7909,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min10; primary; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_lpm_observed_scale,0.0259,2022-Q3-patch66692,10,7909,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min10; diagnostic; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_anova_observed_scale,0.0176,2022-Q3-patch66692,20,77,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min20; diagnostic; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,won,icc_lpm_observed_scale,0.0172,2022-Q3-patch66692,20,77,"spec v1.0.4 §6.2 cohort-threshold axis; key=n_min20; diagnostic; M7: ICC computed on `profile_id`; per INVARIANTS §2, within-aoestats migration/colli... aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,duration_seconds,cohen_d,0.0,2022-Q3-patch66692,0,37632,"POST_GAME_HISTORICAL reference period baseline; I3 token aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2022-Q3Q4ref,duration_seconds,cohen_d,0.0,2022-Q3-patch66692,0,159112,"POST_GAME_HISTORICAL reference period baseline; I3 token aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q1,duration_seconds,cohen_d,-0.0044,2022-Q3-patch66692,0,845564,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q2,duration_seconds,cohen_d,-0.0044,2022-Q3-patch66692,0,3485606,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q3,duration_seconds,cohen_d,-0.0044,2022-Q3-patch66692,0,2802462,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2023-Q4,duration_seconds,cohen_d,-0.0072,2022-Q3-patch66692,0,3385088,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q1,duration_seconds,cohen_d,-0.0075,2022-Q3-patch66692,0,3586266,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q2,duration_seconds,cohen_d,-0.0141,2022-Q3-patch66692,0,3376140,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q3,duration_seconds,cohen_d,-0.0127,2022-Q3-patch66692,0,1382090,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
aoestats,2024-Q4,duration_seconds,cohen_d,-0.0141,2022-Q3-patch66692,0,2942920,"POST_GAME_HISTORICAL; I3 token; excluded from PSI per spec §4 aoestats analyzes 15 columns (spec §1 has 9 core columns; extended with focal_old_rating, faction, opponent_faction, p0_is_unrated, p1_is_unrated, map, patch for aoestats-specific richness). metric_name values: psi, cohen_h, cohen_d, icc -- overlap with sibling plans."
